title,address,business_model,description,email,foundation_year,founders_number,growth_stage,is_active,last_updated,link,staff_size,tags,telephone,total_team_size,website
VIMP GmbH,"Agnes-Pockels-Bogen 1, 80992 München",," Bereits ein Bild sagt mehr als 1000 Worte, ein Video kann darüber hinaus wesentlich mehr Inhalte noch effektiver transportieren. Mit dem Medium Video gestalten Sie Ihre Unternehmenskommunikation deutlich emotionaler, plakativer und nachhaltiger. VIMP entwickelt seit vielen Jahren eine internationale Softwarelösung (Video Content Management System), die in der Kern-Funktionsweise mit YouTube vergleichbar ist. Die Produkte reichen von Video on Demand Portalen für kostenpflichtige Inhalte über WebTV bis hin zu eLearning Plattformen. Im Fokus stehen jedoch mehr und mehr Business Anwendungen für das Enterprise Umfeld. Das auf den internen Betrieb fokussierte Produkt unterstützt die video-basierte Kommunikation und Kollaboration in Unternehmen und trägt vor allem bei der Wissensvermittlung zu einer bedeutenden Produktivitätssteigerung und Kostenersparnissen bei. Unsere Mission ist, die Unternehmenskommunikation unter Einbezug von Bewegtbild effizienter und nachhaltiger zu machen. Referenzkunden wie Audi, Goethe Institut, Boing, Bosch, Deutsche Bahn, Ericsson, General Electric, GfK, Hewlett Packard, PSA Peugeot Citroen, Siemens, oder BSkyB belegen die Marktreife dieser Plattform. Darüber hinaus kann die Software über 50.000 internationale Kunden der kleineren Versionen referenzieren.",info@vimp.com,,,,True,06.07.2022,https://www.munich-startup.de/startups/vimp-gmbh/,,"Education,eLearning",089/12001020,,http://www.vimp.com
vennwerk,"Eberwurzstr. 89, 80935 München",B2B," Vennwerk ist die Plattform zur Vermittlung von Virtuellen Assistenzen. Für alle, denen der Begriff nicht geläufig ist: Virtuelle Assistenzen (VAs) sind selbstständige Personen, die ihre unterstützenden Dienstleistungen in Bereichen wie Office Management, Social Media Management, Akquise, Kundenkommunikation, Rechnungsmanagement, Vertrieb, etc. anbieten. Das ganze aber rein digital, also aus dem Homeoffice heraus. Der Vorteil: Es wird kein Büro oder Equipment benötigt. Dank sehr flexibler Arbeitszeiten können Virtuelle Assistenzen auch nur zeitweise oder für ein einzelnes Projekt unterstützen! Mit vennwerk bieten wir den VAs eine Plattform, um sich zu präsentieren. Gleichzeitig können Unternehmen gezielt nach genau der Unterstützung suchen, die sie benötigen. Entweder durch konkretes Anschreiben von VAs ihrer Wahl, oder durch veröffentlichen eines Projektes, auf das die VAs sich bewerben können.",info@vennwerk.com,2020,5,Startup-Stage,True,25.08.2021,https://www.munich-startup.de/startups/vennwerk/,0,Services,,5,https://vennwerk.com
Versatile Biology Lab,"Feringastr. 6, 85774 Unterföhring",Sonstiges," At Versatile Biology Lab, we offer sample measurement services to companies and single persons given there are kits to detect your molecules of interest and the readout can be done with a plate reader. We work with all types of samples, incl. blood, plasma, serum, urea, saliva and cell suspensions. We believe that sample measurements should be accessible to everyone interested even with no pointing by a doctor. Versatile Biology Lab was founded in October 2022 and is led by Dr. Inna Zaimenko, a PhD graduate in Molecular Biology with experience in assay and project development and customer service. The Versatile is located in Munich, Germany and delivers service to customers worldwide. The international packages with samples are accepted. You may send us your kits or we buy them. Any type of molecules can be measured, given there are kits available to detect them and the readout is with a plate reader. ELISA, fluorescence, luminescence, any absorbance assay – are the types we work with. We promise fast turnaround time. The results of measurements you receive digitally as soon as they are ready.",info@versatilebiologylab.com,,1,Startup-Stage,True,10.10.2022,https://www.munich-startup.de/startups/versatile-biology-lab/,0,"Life Science,MedTech",,1,https://versatilebiologylab.com
Vi-Tools UG,"Walter-Gropius-Straße 17, 80807 München",," ist ein junges Unternehmen aus München, das visuelle Werkzeuge (sogenannte Vi-Tools) für das strukturierte Arbeiten durch Visualisierung in Meetings, Workshops und Teams entwickelt und weltweit vertreibt. Unsere Produkte – Poster Whiteboards und spezialisierte Haftnotizen – stimmen wir auf unterschiedliche Einsatzzwecke, wie z.B. das Projekt Management oder die Geschäfts- und Prozessentwicklung, gezielt ab.",mail@vi-tools.com,,,,True,01.03.2017,https://www.munich-startup.de/startups/vi-tools-ug/,,,+49 (0) 151 1580 5253,,https://www.vi-tools.com/
VerbaVoice GmbH,"Stefan-George-Ring 19, 81929 München",, Das Unternehmen VerbaVoice verbindet technologische Innovationen und soziale Dienstleistung. Kern des Angebots ist das Live-Schrift- und Gebärdensprachdolmetschen über das Internet. Menschen mit Hörbehinderungen können so je nach Kommunikationspräferenz ortsunabhängig mobile Dolmetsch-Dienste in Anspruch nehmen – am PC oder mobil auf dem Tablet oder Smartphone. Darüber hinaus werden auch Vor-Ort-Gebärdensprach- und Schriftdolmetscher vermittelt. VerbaVoice übernimmt zudem die sprachlich barrierefreie Gestaltung großer und kleiner Veranstaltungen mit Live-Text und eingeblendetem Gebärdensprachvideo – auf Leinwand vor Ort und als Live-Stream im Internet. Die VerbaVoice-Dienstleistungen sind von den öffentlichen Kostenträgern anerkannt.,info@verbavoice.de,,,,True,01.02.2023,https://www.munich-startup.de/startups/verbavoice-gmbh/,40,,01727769926,40,http://www.verbavoice.de
VESTIGAS GmbH,"Lichtenbergstraße 6, 85748  Garching b. München",B2B," Viele Lieferketten sind bis heute lediglich durch analoge Papierlieferscheine miteinander verknüpft, wodurch ein erheblicher manueller Mehraufwand entsteht. VESTIGAS ermöglicht durch einen neu entwickelten kryptographischen Zertifizierungs-Algorithmus eine komplett automatisierte Übergabe, Verarbeitung und Ablage für Lieferscheine. Sämtliche administrativen Prozesse (bspw. die Rechnungsprüfung) werden hierdurch automatisiert, wodurch sich mehrere Euros pro Lieferschein einsparen lassen. Zahlreiche namhafte Unternehmen der Bauindustrie nutzen die Anwendung bereits.",info@vestigas.com,2021,4,Growth-Stage,True,01.02.2022,https://www.munich-startup.de/startups/vestigas-gmbh/,7,"App,Big Data,IT Security,IT/Technologie,Logistics,SaaS,Transport",089 9589 3094,11,http://www.vestigas.com
VERSO GmbH,"Agnes-Pockels-Bogen 1, 80992 München",," ermöglicht Unternehmen wie auch Verbänden, Städten, Ländern und jeglicher Art von Netzwerken, mittels einer softwarebasierten Lösung, Corporate Social Responsibility (CSR) Informationen zu verwalten, zu kommunizieren und in einem offenen Multi-Stakeholder Dialog weiterzuentwickeln.",kontakt@verso.de,,,,True,15.07.2019,https://www.munich-startup.de/startups/verso-gmbh/,,"IT/Technologie,SaaS",089 520 389 83,,http://www.verso.de
VETIZIN,"Gartenstraße 3, 85764 Oberschleißheim",, Wir digitalisieren den Tiermarkt. VETIZIN entwickelt und betreibt digitale Lösungen und Portale für den Tier- und Tierarztmarkt. Sie suchen Know How und Experten mit einem globalen Netzwerk in der dieser Branche? Dann sprechen Sie uns an.,dmedding@vetizin.de,,,,True,01.02.2018,https://www.munich-startup.de/startups/vetizin/,,"(e)Commerce,eHealth,Life Science",0176 21140756,,http://www.vetizin.de
ver.de,"Frundsbergstraße 23, 80634 München",Sonstiges," Wir haben das Ziel, Deutschlands erste nachhaltige Versicherung* zu werden. Wir wollen eine Versicherung werden, die anders ist: nämlich ökologisch, sozial, gemeinwohl-orientiert, genossenschaftlich und transparent. Der Großteil aller Investitionen kommt aus der Finanzwirtschaft. Bei jeder Form der Geldanlage reichen Finanzunternehmen wie Banken oder Versicherungen unser Geld weiter – sie investieren es. So werden mit unserem Geld Unternehmen und Projekte finanziert. Diese Investitionen haben eine reelle Wirkung: Es macht einen entscheidenden Unterschied, ob dieses Geld beispielsweise in die Energiewende oder in die Abholzung des Regenwaldes investiert wird. Und so entscheiden die Investitionen von heute über die Zukunft von morgen. Gleichzeitig kosten die Energiewende, der Klimaschutz und die Mobilitätswende sehr viel Geld. Hier ist die Finanzwirtschaft unserer Meinung nach gefragt – hier liegt schließlich der Großteil des Geldes. In Deutschland gibt es bereits tolle glaubhaft nachhaltige Banken – was fehlt ist eine ethische, ökologisch-soziale Versicherung*. Und das wollen wir mit ver.de werden. Die ver.de Genossenschaft: Als Mitglied der ver.de Genossenschaft kannst Du über die Zukunft von ver.de, die Entwicklung des Finanzsektors und die Wirkung unserer Investitionen mitentscheiden – und so die Finanzwirtschaft von morgen mitbestimmen. *Erst nach vollständiger Finanzierung und der Zulassung durch die BaFin darf ver.de sich als Versicherung bezeichnen.",kontakt@ver.de,,7,Growth-Stage,True,27.02.2023,https://www.munich-startup.de/startups/ver-de/,1,"FinTech | InsurTech | LegalTech | RegTech,Services",089 21551480,8,https://www.ver.de
Ventech VC,"Marschallstrasse 1a, 80802 München",," Our entire team is driven by the strong desire and determination to actively support entrepreneurs. We serve as their partners from the early growth phases through later-stage expansion and up to an IPO or M&A transaction. We value teamwork over individual intelligence, and have learned that success requires patience and conviction. While each partner strongly commits himself/herself to individual portfolio companies, it is the combined resources of the international Ventech team that make the real difference to our most demanding entrepreneurs. Ventech supports portfolio companies on an on-going basis and in key matters such as financing, business & corporate development, recruitment, partnerships, and international development as well as exit preparation and related negotiations. Ventech invests between €5M and €10M per company, with initial investments between €2M and €5M. To underline our commitment to the early stages, we can invest much smaller amounts in the €100-250K range from our dedicated seed program. With our French, German and Scandinavian teams, Ventech Europe focuses on Western Europe. We have also been focused on selected investment themes in Russia since 2008. Ventech has been an active investor in China through our sister-company, Ventech China, since 2006. Ventech China has built a team of experienced professionals specialized in mobile technology, e-commerce, and services for the digital economy.",nicolas.barthalon@ventechvc.com,,,,True,22.09.2016,https://www.munich-startup.de/startups/ventech-vc/,,Investor,,,http://www.ventechvc.com/
VePa Vertical Parking,"Schleißheimerstraße 98, 80797 München",B2B," Wir bei VePa haben vertikale Parktürme entwickelt, die als zukunftsfähige und innovative Lösung für die Stellplatzproblematik von Immobilienprojekten und im urbanen Raum funktionieren. Auf kleinster Fläche können damit flexibel rückbaubare und nachhaltige Stellplätze entstehen, welche die Immobilienbranche im urbanen Raum unterstützen, dringend benötigten Wohnraum sowie umweltfreundlichere Lebensräume zu schaffen und gleichzeitig zur Erreichung der Klimaziele beizutragen. Durch das Angebot von Urban Mobility Hubs ermöglichen wir mit VePa zudem auch die Erweiterung urbaner Nachhaltigkeitskonzepte sowie den Übergang von traditioneller zu emissionsfreier Mobilität, wobei Shared- und Micromobility sowie elektrische Ladeinfrastruktur in einem Parkturm vereint werden und ein zentralisiertes Angebot an Lademöglichkeiten entsteht. Unser Motto ist „Let’s rethink parking“ – denn unsere innovative Parkmöglichkeit reduziert die Fläche für Parkraum auf ein Minimum, indem auf einem Bereich von zwei Stellplätzen vertikal bis zu 12 dieser geschaffen werden können. Dadurch wird nicht nur mehr Platz für weitere Baufläche freigemacht, sondern ebenso mögliche Grünflächen entsiegelt. Im Vergleich zu Tiefgaragen wird dabei auf große Mengen Beton verzichtet, wodurch der Stellplatz im Schnitt nicht nur um 30% günstiger wird, sondern durchschnittlich auch bis zu 98% CO2 pro Stellplatz eingespart werden. Das vertikale Parksystem funktioniert nach dem Umlaufprinzip und die einzelnen Plattformen werden mittels eines sparsamen Elektromotors angetrieben, wobei die dafür benötigte Energie mittels Photovoltaik-Anlage auf nachhaltige Art und Weise hergestellt wird. Wichtig ist uns beim Turmbau vor allem auch die Flexibilität und modulare Bauweise, um einen Auf- und Abbau innerhalb weniger Tage gewährleisten zu können und eine flexible Auswahl an Fassadengestaltungen zu bieten. Für den urbanen Raum legen wir unseren KundInnen besonders begrünte Außenfassaden nahe, um damit zusätzlich das Mikroklima in Städten zu begünstigen.",david.schoen@verticalparking.de,2021,2,Growth-Stage,True,30.10.2023,https://www.munich-startup.de/startups/vepa-vertical-parking/,8,PropTech / Real Estate,,10,https://vepa.space
Vinlivt GmbH,"Rofanstr. 8, 81825 München",B2C," Vinlivt nennt sich selbst „Deine Vorsorge in einer App“. Wie dieser Claim vermuten lässt, ist das Ziel dieser Plattform Menschen bei dem Start ihrer Rentenplanung zu unterstützen. Menschen neigen ja leider dazu, ihre Altersvorsorge vor sich herzuschieben, deswegen entwickelt das Vinlivt Team eine intelligente Software, welche es jedem auch noch so unerfahrenen Finanzmuffel ermöglichen soll, selbstständig eine mittel- bis langfristige Vorsorgeplanung durchzuführen. Das geschieht automatisiert mit einen kostenlosen Vorsorgeplan, der mit verständlichem Schritt für Schritt Anleitungen auf den Nutzer und seine aktuelle Lebenssituation zugeschnittenen ist. Vinlivt navigiert damit Altersvorsorge-Aufschieber durch den undurchsichtigen Finanzdschungel.",hello@vinlivt.de,2021,5,Seed-Stage,True,19.04.2022,https://www.munich-startup.de/startups/vinlivt-gmbh/,3,"FinTech | InsurTech | LegalTech | RegTech,SaaS",+49 89 958 944 18,8,https://vinlivt.de/
Vito Ventures Management GmbH,"Ludwigstr. 8, 80539 München",, We invest in break-through technology and business innovation that have the potential to define new global standards.,info@vito.vc,,,,True,19.03.2019,https://www.munich-startup.de/startups/vito-ventures-management-gmbh/,,Investor,,,http://www.vito.vc/
VK Energie GmbH,"Goethestraße 25a, 80336 München",B2B," VK Energie optimiert Energiesysteme. Warum ist das so wichtig? Durch die Energiewende haben wir immer stärkere Schwankungen bei der Stromerzeugung. Was also tun, wenn der Wind nicht weht und keine Sonne scheint? Dann brauchen wir flexible Stromerzeuger, die einspringen können. Energiesysteme, wie z.B. Heizkraftwerke können genau das tun, aber nur, wenn sie intelligent geregelt werden. Denn bisher laufen diese meistens rein nach Wärmebedarf. VK Energie hat eine innovative Softwarelösung entwickelt, die es mithilfe KI möglich macht, dass Heizkraftwerke ihren Strom flexibel zur Verfügung stellen. Genau dann, wenn er am Markt gebraucht wird. Damit sind wir seit 2017 am Markt mit bereits über 100 Kunden aus dem Bereich der Energieversorger und Industrie. Wir erzielen zusätzliche Erlöse für die Anlagenbetreiber, sparen CO2 Emissionen ein und helfen Erneuerbaren Energien in den Markt. Kurzum: Wir gestalten die Energiewende aktiv mit!",info@vk-energie.de,2017,2,Growth-Stage,True,04.08.2023,https://www.munich-startup.de/startups/vk-energie-gmbh/,20,Energy,089 954 570 851,22,https://www.vk-energie.de/
Virtonomy GmbH,"Paul-Heyse-Straße 6, 80336 München",B2B," Virtonomy verkürzt die Zeit bis zur Markteinführung von Medizinprodukten durch datenbasierte Studien an virtuellen Patienten. Unsere Lösung basiert auf einer sich ständig erweiternden Datenbank, um die anatomische Variabilität, die demographische Vielfalt und die pathologischen Bedingungen der Patientenpopulation digital abzubilden. Unsere Produkte unterstützen die Hersteller von Medizinprodukten in den verschiedenen Phasen des Produktlebenszyklus, von der Konzeptphase über die präklinische Bewertung bis hin zur Überwachung nach dem Inverkehrbringen; unter anderem um ein besseres Verständnis der Patientenanatomie zu erhalten, das optimale Designs zur Behandlung der maximalen Anzahl von Patienten zu entwickeln, das richtige in-vivo-Modell zu identifizieren und die klinischen Studien durch die richtige Auswahl der Subpopulation zu verbessern. Virtonomy ist ein Münchener Startup und vereint ein interdisziplinäres Team von Experten aus den Bereichen künstliche Intelligenz, medizinische Computer Vision, Medizintechnik, Simulation, Virtual Reality Visualisierung und der klinischen Praxis.",info@virtonomy.io,2019,2,Growth-Stage,True,05.01.2023,https://www.munich-startup.de/startups/virtonomy-gmbh/,15,"Life Science,MedTech",,17,https://www.virtonomy.io/
